Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Review Length,cleaned_review,cleaned_review_tokens,Sentimento
France,The Frog at Bercy Village,Negative,A big disappointment due to poor service and arrogant attitudes,Mar 2019 •,"Rome

A big disappointment--not service-oriented and arrogant.

I had high expectations for this restaurant, but when we got there, it turned out that they had put our party of 6 at a very large table for 8 completely off on its own at the back of the restaurant. The table was not conducive to good conversation and very awkward. When we asked for another table, our concerns were dismissed. When I wrote to the restaurant afterwards to complain about the situation, I got a very dismissive letter back from the owner, essentially stating: ""other people love this table; I guess you didn't."" No apology was offered.   Particularly given the price, I would not recommend this restaurant to others based on the poor treatment we received particularly given the many other wonderful alternatives in Rome.  If you do choose to go, I would specify where you would like to sit.",872,romea big disappointmentnot serviceoriented arroganti high expectations restaurant got turned put party 6 large table 8 completely back restaurant table conducive good conversation awkward asked another table concerns dismissed wrote restaurant afterwards complain situation got dismissive letter back owner essentially stating people love table guess didnt apology offered particularly given price would recommend restaurant others based poor treatment received particularly given many wonderful alternatives rome choose go would specify would like sit,"['romea', 'big', 'disappointmentnot', 'serviceoriented', 'arroganti', 'high', 'expectations', 'restaurant', 'got', 'turned', 'put', 'party', '6', 'large', 'table', '8', 'completely', 'back', 'restaurant', 'table', 'conducive', 'good', 'conversation', 'awkward', 'asked', 'another', 'table', 'concerns', 'dismissed', 'wrote', 'restaurant', 'afterwards', 'complain', 'situation', 'got', 'dismissive', 'letter', 'back', 'owner', 'essentially', 'stating', 'people', 'love', 'table', 'guess', 'didnt', 'apology', 'offered', 'particularly', 'given', 'price', 'would', 'recommend', 'restaurant', 'others', 'based', 'poor', 'treatment', 'received', 'particularly', 'given', 'many', 'wonderful', 'alternatives', 'rome', 'choose', 'go', 'would', 'specify', 'would', 'like', 'sit']",Negativo
France,The Frog at Bercy Village,Negative,Perfectly organized absolute scam!,Dec 2018 •,The place offers really low quality overpriced food wrapped in a good environment with pretentious service well placed to create the atmosphere of a serious and high end restaurant. Packed with tourists should have given me a hint from the very beginning . Specializing in truffles allows you to have a segment peel of real truffle on your plate amongst many many fake ones. Fillet 47 euros was entrecôte and not a good one at that as well. Stay away at all costs !!!,467,place offers really low quality overpriced food wrapped good environment pretentious service well placed create atmosphere serious high end restaurant packed tourists given hint beginning specializing truffles allows segment peel real truffle plate amongst many many fake ones fillet 47 euros entrecôte good one well stay away costs,"['place', 'offers', 'really', 'low', 'quality', 'overpriced', 'food', 'wrapped', 'good', 'environment', 'pretentious', 'service', 'well', 'placed', 'create', 'atmosphere', 'serious', 'high', 'end', 'restaurant', 'packed', 'tourists', 'given', 'hint', 'beginning', 'specializing', 'truffles', 'allows', 'segment', 'peel', 'real', 'truffle', 'plate', 'amongst', 'many', 'many', 'fake', 'ones', 'fillet', '47', 'euros', 'entrecôte', 'good', 'one', 'well', 'stay', 'away', 'costs']",Muito Positivo
France,The Frog at Bercy Village,Negative,Disappointing,Sept 2018 •,"With so many complimentary reviews I was expecting so much more. The service so praised in other reviews was robotic and slow....Very slow. Our reservation was for 21:00. Our table wasn't ready, so we were invited to have a glass of prosecco in the bar. This was fine but we waited half an hour for the table. Once we got to the table we waited 20 minutes or so to have our order taken, although to be fair we were offered another glass of prosecco. We eventually got our amuse bouche at around 22:00 at least an hour after we arrived. 

We ordered the truffle set menu. The food ranged between being average and quite good, never really good. At odds with other reviews a few words of warning. The truffle menu is a poor choice. Truffle is delicious but a whole meal with the same flavour doesn't work. Second unless you are very hungry avoid the menus. The volume of food is enormous. We left quite a lot of the anti pasti and especially the pasta course. 

We eventually left around midnight. They clearly book more covers than they can efficiently deal with. 

My summary is...quantity rather than quality and slow robotic emotionless service probably caused by over booking.",1179,many complimentary reviews expecting much service praised reviews robotic slowvery slow reservation 2100 table wasnt ready invited glass prosecco bar fine waited half hour table got table waited 20 minutes order taken although fair offered another glass prosecco eventually got amuse bouche around 2200 least hour arrived ordered truffle set menu food ranged average quite good never really good odds reviews words warning truffle menu poor choice truffle delicious whole meal flavour doesnt work second unless hungry avoid menus volume food enormous left quite lot anti pasti especially pasta course eventually left around midnight clearly book covers efficiently deal summary isquantity rather quality slow robotic emotionless service probably caused booking,"['many', 'complimentary', 'reviews', 'expecting', 'much', 'service', 'praised', 'reviews', 'robotic', 'slowvery', 'slow', 'reservation', '2100', 'table', 'wasnt', 'ready', 'invited', 'glass', 'prosecco', 'bar', 'fine', 'waited', 'half', 'hour', 'table', 'got', 'table', 'waited', '20', 'minutes', 'order', 'taken', 'although', 'fair', 'offered', 'another', 'glass', 'prosecco', 'eventually', 'got', 'amuse', 'bouche', 'around', '2200', 'least', 'hour', 'arrived', 'ordered', 'truffle', 'set', 'menu', 'food', 'ranged', 'average', 'quite', 'good', 'never', 'really', 'good', 'odds', 'reviews', 'words', 'warning', 'truffle', 'menu', 'poor', 'choice', 'truffle', 'delicious', 'whole', 'meal', 'flavour', 'doesnt', 'work', 'second', 'unless', 'hungry', 'avoid', 'menus', 'volume', 'food', 'enormous', 'left', 'quite', 'lot', 'anti', 'pasti', 'especially', 'pasta', 'course', 'eventually', 'left', 'around', 'midnight', 'clearly', 'book', 'covers', 'efficiently', 'deal', 'summary', 'isquantity', 'rather', 'quality', 'slow', 'robotic', 'emotionless', 'service', 'probably', 'caused', 'booking']",Neutro
France,The Frog at Bercy Village,Negative,What a disaster...,Oct 2018 •,"I have to say that I was disappointed in my visit to Ad Hoc. While the location and decor were great I found the service to be terrible, in fact the service made the food a disappointment as well. 

It started with the 40 minute wait in between sitting down and a staff member our order for food or drinks. Our waitress seemed disappointed we didn't want to do the tasting menu, but we were already disappointed with the way the meal had started. It took another 30 minutes for our first glass of wine and burrata appetizer to arrive at the table. 

The burrata with the upgrade of white truffle. This dish was around $50, and when it arrived a small fly landed on it... No big deal it happens. When the waitress and I tried to get it off it was killed on the cheese. She asked if we wanted a new one... um, of course I said. Now after waiting 30 minutes for the dish to arrive at our table a ""new one"" was brought out in less than 5 minutes. I'm not sure that the 2nd burrata was new and that they threw away the original dish, given how expensive white truffles are, but it should have been. 

The 3 way carbonara came out practically cold too. No one ever came to see if we wanted another drink until the end of our meal. When we ordered wine glasses were just brought over a glass, no wine was ever presented to the table as with other restaurants in this price range. Some staff apologized at one point saying the service issues were because they were busy, I'm not sure how that was my problem. They hold themselves out as a fine dining experience and at least mine was far, far from that. I would tell you to ignore the inflated reviews and look for something better.",1674,say disappointed visit ad hoc location decor great found service terrible fact service made food disappointment well started 40 minute wait sitting staff member order food drinks waitress seemed disappointed didnt want tasting menu already disappointed way meal started took another 30 minutes first glass wine burrata appetizer arrive table burrata upgrade white truffle dish around 50 arrived small fly landed big deal happens waitress tried get killed cheese asked wanted new one um course said waiting 30 minutes dish arrive table new one brought less 5 minutes im sure 2nd burrata new threw away original dish given expensive white truffles 3 way carbonara came practically cold one ever came see wanted another drink end meal ordered wine glasses brought glass wine ever presented table restaurants price range staff apologized one point saying service issues busy im sure problem hold fine dining experience least mine far far would tell ignore inflated reviews look something better,"['say', 'disappointed', 'visit', 'ad', 'hoc', 'location', 'decor', 'great', 'found', 'service', 'terrible', 'fact', 'service', 'made', 'food', 'disappointment', 'well', 'started', '40', 'minute', 'wait', 'sitting', 'staff', 'member', 'order', 'food', 'drinks', 'waitress', 'seemed', 'disappointed', 'didnt', 'want', 'tasting', 'menu', 'already', 'disappointed', 'way', 'meal', 'started', 'took', 'another', '30', 'minutes', 'first', 'glass', 'wine', 'burrata', 'appetizer', 'arrive', 'table', 'burrata', 'upgrade', 'white', 'truffle', 'dish', 'around', '50', 'arrived', 'small', 'fly', 'landed', 'big', 'deal', 'happens', 'waitress', 'tried', 'get', 'killed', 'cheese', 'asked', 'wanted', 'new', 'one', 'um', 'course', 'said', 'waiting', '30', 'minutes', 'dish', 'arrive', 'table', 'new', 'one', 'brought', 'less', '5', 'minutes', 'im', 'sure', '2nd', 'burrata', 'new', 'threw', 'away', 'original', 'dish', 'given', 'expensive', 'white', 'truffles', '3', 'way', 'carbonara', 'came', 'practically', 'cold', 'one', 'ever', 'came', 'see', 'wanted', 'another', 'drink', 'end', 'meal', 'ordered', 'wine', 'glasses', 'brought', 'glass', 'wine', 'ever', 'presented', 'table', 'restaurants', 'price', 'range', 'staff', 'apologized', 'one', 'point', 'saying', 'service', 'issues', 'busy', 'im', 'sure', 'problem', 'hold', 'fine', 'dining', 'experience', 'least', 'mine', 'far', 'far', 'would', 'tell', 'ignore', 'inflated', 'reviews', 'look', 'something', 'better']",Negativo
France,The Frog at Bercy Village,Negative,Great wines but average food,Jul 2018 •,"We both ate the truffle tasting menu with wines. The appetizer where good but the first and second course where nothing special at all. A decent meal with some truffle for a BIG price tag. The dessert where fine and the wines was really good.
But for this price everything should be GREAT.",289,ate truffle tasting menu wines appetizer good first second course nothing special decent meal truffle big price tag dessert fine wines really goodbut price everything great,"['ate', 'truffle', 'tasting', 'menu', 'wines', 'appetizer', 'good', 'first', 'second', 'course', 'nothing', 'special', 'decent', 'meal', 'truffle', 'big', 'price', 'tag', 'dessert', 'fine', 'wines', 'really', 'goodbut', 'price', 'everything', 'great']",Neutro
France,The Frog at Bercy Village,Negative,Utterly inept in every way,May 2018 •,"And pretentious to go along with it.  What can you say about a restaurant that provides separate wine lists for red and white that look like copies of War and Peace?  Except that there are two wines per page, and they aren’t listed by country of origin, or varietal type – they’re listed by what someone (God knows who) thinks is the type.  Who would have guessed a Chianti Classico is a “full bodied red”?  Certainly no one who knows wine.  In any normal restaurant this wine list would run maybe 6 or 7 pages at the most.  Apparently wines by the glass are a state secret, you have to ask if they have them.   

Rubbery, overcooked octopus, brittle fried pumpkin flowers, devoid of taste, topped with cold ricotta, a filet that could only be described as a low-end USDA Choice from a chain steakhouse in the US, also rubbery and tasteless.  At least the fish was cooked properly, but was lying on a hockey puck of warm wilted spinach.

Appallingly bad service, one hour to get the appetizer.  They seem to be totally confused about everything.    And 160 euros for the experience.  There is a traditional Italian restaurant about two doors up that was packed.  Ad Hoc wasn’t.  I can see why.",1193,pretentious go along say restaurant provides separate wine lists red white look like copies war peace except two wines per page arent listed country origin varietal type theyre listed someone god knows thinks type would guessed chianti classico full bodied red certainly one knows wine normal restaurant wine list would run maybe 6 7 pages apparently wines glass state secret ask rubbery overcooked octopus brittle fried pumpkin flowers devoid taste topped cold ricotta filet could described lowend usda choice chain steakhouse us also rubbery tasteless least fish cooked properly lying hockey puck warm wilted spinachappallingly bad service one hour get appetizer seem totally confused everything 160 euros experience traditional italian restaurant two doors packed ad hoc wasnt see,"['pretentious', 'go', 'along', 'say', 'restaurant', 'provides', 'separate', 'wine', 'lists', 'red', 'white', 'look', 'like', 'copies', 'war', 'peace', 'except', 'two', 'wines', 'per', 'page', 'arent', 'listed', 'country', 'origin', 'varietal', 'type', 'theyre', 'listed', 'someone', 'god', 'knows', 'thinks', 'type', 'would', 'guessed', 'chianti', 'classico', 'full', 'bodied', 'red', 'certainly', 'one', 'knows', 'wine', 'normal', 'restaurant', 'wine', 'list', 'would', 'run', 'maybe', '6', '7', 'pages', 'apparently', 'wines', 'glass', 'state', 'secret', 'ask', 'rubbery', 'overcooked', 'octopus', 'brittle', 'fried', 'pumpkin', 'flowers', 'devoid', 'taste', 'topped', 'cold', 'ricotta', 'filet', 'could', 'described', 'lowend', 'usda', 'choice', 'chain', 'steakhouse', 'us', 'also', 'rubbery', 'tasteless', 'least', 'fish', 'cooked', 'properly', 'lying', 'hockey', 'puck', 'warm', 'wilted', 'spinachappallingly', 'bad', 'service', 'one', 'hour', 'get', 'appetizer', 'seem', 'totally', 'confused', 'everything', '160', 'euros', 'experience', 'traditional', 'italian', 'restaurant', 'two', 'doors', 'packed', 'ad', 'hoc', 'wasnt', 'see']",Neutro
France,The Frog at Bercy Village,Negative,Emperors New Clothes,May 2018 •,"Nice atmosphere and the staff were attentive but after that not a lot more to say. I hope you have heard the story of ‘The Emperors New Clothes’. Everyone saying how great everything is but in truth the food is very mediocre. Perhaps we went on a wrong night. Who knows?

The food was bland and the wine was very average. The wine served was just a normal run of the mill, nothing special. Have tasted a lot better for a lot less.",430,nice atmosphere staff attentive lot say hope heard story emperors new clothes everyone saying great everything truth food mediocre perhaps went wrong night knowsthe food bland wine average wine served normal run mill nothing special tasted lot better lot less,"['nice', 'atmosphere', 'staff', 'attentive', 'lot', 'say', 'hope', 'heard', 'story', 'emperors', 'new', 'clothes', 'everyone', 'saying', 'great', 'everything', 'truth', 'food', 'mediocre', 'perhaps', 'went', 'wrong', 'night', 'knowsthe', 'food', 'bland', 'wine', 'average', 'wine', 'served', 'normal', 'run', 'mill', 'nothing', 'special', 'tasted', 'lot', 'better', 'lot', 'less']",Neutro
France,The Frog at Bercy Village,Negative,Too touristic,Feb 2018 •,"An ambitious restaurant in Rome’s downtown without a real soul; menù is a mixed of meat and fish but without a real specialization
Our impression is that the place is too touristic not a real gourmet high quality experience
Service appropriate",243,ambitious restaurant romes downtown without real soul menù mixed meat fish without real specializationour impression place touristic real gourmet high quality experienceservice appropriate,"['ambitious', 'restaurant', 'romes', 'downtown', 'without', 'real', 'soul', 'menù', 'mixed', 'meat', 'fish', 'without', 'real', 'specializationour', 'impression', 'place', 'touristic', 'real', 'gourmet', 'high', 'quality', 'experienceservice', 'appropriate']",Neutro
France,The Frog at Bercy Village,Negative,Forget truffle Carbonara,May 2017 •,Truffle menu is nice to try but Carbonara was over cooked  and a bit messy to eat. Meat with  truffle could be softer. Desert not the best option. Service was ok and also the wine menu,184,truffle menu nice try carbonara cooked bit messy eat meat truffle could softer desert best option service ok also wine menu,"['truffle', 'menu', 'nice', 'try', 'carbonara', 'cooked', 'bit', 'messy', 'eat', 'meat', 'truffle', 'could', 'softer', 'desert', 'best', 'option', 'service', 'ok', 'also', 'wine', 'menu']",Positivo
France,The Frog at Bercy Village,Negative,One of the worst meals of my life,Feb 2017 •,"Service is fine, decor fine, but the food is extremely bad, almost inedible. Extremely disappointing. The wine list good, but that's it.",136,service fine decor fine food extremely bad almost inedible extremely disappointing wine list good thats,"['service', 'fine', 'decor', 'fine', 'food', 'extremely', 'bad', 'almost', 'inedible', 'extremely', 'disappointing', 'wine', 'list', 'good', 'thats']",Muito Negativo
France,The Frog at Bercy Village,Negative,2 hours of disappointment,Aug 2017 •,"Came here based off of TripAdvisor reviews and I'm debating deleting the app as it's clear the people who rate this place highly are delusional.

I'll start by saying that the hospitality and staff was amongst the best I received during my 10 stop Italian tour. The free glass of wine, the free pre desert and the free bottle of house olive oil was appreciated and the staff were excellent in every way especially the bald waiter with the blue eyes who was amazing at his job but the food was total crap!

We each got the black truffle tasting menu, it was our last night so we decided to splash out a bit and the table behind us (an American family) also got the black truffle tasting menu. The starters were ok. 2 of them were the same but one had basil and the beef tartar was bland.

The truffle carbonara was very nice, but the spaghetti dish was average. The ox cheek was tough with a sirloin type fat down one side. At this time the table behind us got a steak and we noticed them complaining that it was tough so it wasn't just us. For this reason I believe the meat to be poorly sourced. The duck however was decent.

The deserts were all crap, we actually didn't finish them. Meanwhile the Americans on the table behind us were blown away by the same dishes we disliked which leads me to believe that the reviews of this place are mostly by Americans ""visiting Europe"". 

I never know which reviews to trust so if you're reading this take the opinion of someone who has eaten at Michelin star restaurants around the world and has a knack for finding hidden gems, this place, in a nut shell, the food is below average with truffle on top. The service and hospitality is excellent but you can't eat good service. Presentation was also excellent, however id say avoid this place.",1786,came based tripadvisor reviews im debating deleting app clear people rate place highly delusionalill start saying hospitality staff amongst best received 10 stop italian tour free glass wine free pre desert free bottle house olive oil appreciated staff excellent every way especially bald waiter blue eyes amazing job food total crapwe got black truffle tasting menu last night decided splash bit table behind us american family also got black truffle tasting menu starters ok 2 one basil beef tartar blandthe truffle carbonara nice spaghetti dish average ox cheek tough sirloin type fat one side time table behind us got steak noticed complaining tough wasnt us reason believe meat poorly sourced duck however decentthe deserts crap actually didnt finish meanwhile americans table behind us blown away dishes disliked leads believe reviews place mostly americans visiting europe never know reviews trust youre reading take opinion someone eaten michelin star restaurants around world knack finding hidden gems place nut shell food average truffle top service hospitality excellent cant eat good service presentation also excellent however id say avoid place,"['came', 'based', 'tripadvisor', 'reviews', 'im', 'debating', 'deleting', 'app', 'clear', 'people', 'rate', 'place', 'highly', 'delusionalill', 'start', 'saying', 'hospitality', 'staff', 'amongst', 'best', 'received', '10', 'stop', 'italian', 'tour', 'free', 'glass', 'wine', 'free', 'pre', 'desert', 'free', 'bottle', 'house', 'olive', 'oil', 'appreciated', 'staff', 'excellent', 'every', 'way', 'especially', 'bald', 'waiter', 'blue', 'eyes', 'amazing', 'job', 'food', 'total', 'crapwe', 'got', 'black', 'truffle', 'tasting', 'menu', 'last', 'night', 'decided', 'splash', 'bit', 'table', 'behind', 'us', 'american', 'family', 'also', 'got', 'black', 'truffle', 'tasting', 'menu', 'starters', 'ok', '2', 'one', 'basil', 'beef', 'tartar', 'blandthe', 'truffle', 'carbonara', 'nice', 'spaghetti', 'dish', 'average', 'ox', 'cheek', 'tough', 'sirloin', 'type', 'fat', 'one', 'side', 'time', 'table', 'behind', 'us', 'got', 'steak', 'noticed', 'complaining', 'tough', 'wasnt', 'us', 'reason', 'believe', 'meat', 'poorly', 'sourced', 'duck', 'however', 'decentthe', 'deserts', 'crap', 'actually', 'didnt', 'finish', 'meanwhile', 'americans', 'table', 'behind', 'us', 'blown', 'away', 'dishes', 'disliked', 'leads', 'believe', 'reviews', 'place', 'mostly', 'americans', 'visiting', 'europe', 'never', 'know', 'reviews', 'trust', 'youre', 'reading', 'take', 'opinion', 'someone', 'eaten', 'michelin', 'star', 'restaurants', 'around', 'world', 'knack', 'finding', 'hidden', 'gems', 'place', 'nut', 'shell', 'food', 'average', 'truffle', 'top', 'service', 'hospitality', 'excellent', 'cant', 'eat', 'good', 'service', 'presentation', 'also', 'excellent', 'however', 'id', 'say', 'avoid', 'place']",Neutro
France,The Frog at Bercy Village,Negative,Just so so and bland,Jul 2017 •,"Had the truffle tasting and it tasted flat. Definitely expensive. Even for the type of upscale restaurant that it tries to be, it's expensive for the quality of the food.",170,truffle tasting tasted flat definitely expensive even type upscale restaurant tries expensive quality food,"['truffle', 'tasting', 'tasted', 'flat', 'definitely', 'expensive', 'even', 'type', 'upscale', 'restaurant', 'tries', 'expensive', 'quality', 'food']",Negativo
France,The Frog at Bercy Village,Negative,Regrettable food-- cold pasta carbonara in Rome,Jun 2017 •,"I don't write negative reviews. I'd rather say nothing because everybody can have an off night and I've worked in food and know how tough it can be. But one thing out of several missteps prompted me to write this. I hope I save someone who really wants to experience good Roman food from disappointment (and it's not hard to find good food in Rome!).  First, this is tourist food; upscale to be sure. The focus on truffles is not really representative of Roman cuisine (if that's what you what).  You can get that type of menu in many upscale hotels in many places. I could tolerate that--it is what it is-- had our food been served appropriately.I went for the Roman menu hoping for tradition and creativity to meet well. My partner went for the land menu. Both suffered the same problem.  Some of this food was cooked way ahead. That can be done with some things but not others. Dishes that should have been hot were served cold. I'm talking cold gummy pasta carbonara, people! Another dish--intended to be hot- was warm in one part and not just cold but ice cold in another. That is just not excusable. Service this evening was also chaotic, but I felt bad for the 3 young women who were dealing with some 8-10 top  tourist groups and only one of them seemed to be a professional server. I've been coming to Rome for 30 years and I have NEVER experienced anything like this. We decided to pay and leave after the pasta debacle (I actually sent it back and waited 45 minutes for the server to return with a replacement--never happened), even though we weren't halfway through the fixed menu. The poor server was very apologetic and refused to let us pay. I'm hoping this was a problematic evening and won't occur again, although I'm pretty sure much of the food is made too far ahead (fried foods much be served subito-- the fritti were lukewarm going on cold) or the food isn't getting from kitchen to table promptly. I should have known better, but I trusted reviews and even recommendations from travel advisors I know. If you are planning for this to be your splurge in Rome, you might think twice about it. My advice: go simple in Rome; it's almost always good if not great.",2181,dont write negative reviews id rather say nothing everybody night ive worked food know tough one thing several missteps prompted write hope save someone really wants experience good roman food disappointment hard find good food rome first tourist food upscale sure focus truffles really representative roman cuisine thats get type menu many upscale hotels many places could tolerate thatit food served appropriatelyi went roman menu hoping tradition creativity meet well partner went land menu suffered problem food cooked way ahead done things others dishes hot served cold im talking cold gummy pasta carbonara people another dishintended hot warm one part cold ice cold another excusable service evening also chaotic felt bad 3 young women dealing 810 top tourist groups one seemed professional server ive coming rome 30 years never experienced anything like decided pay leave pasta debacle actually sent back waited 45 minutes server return replacementnever happened even though werent halfway fixed menu poor server apologetic refused let us pay im hoping problematic evening wont occur although im pretty sure much food made far ahead fried foods much served subito fritti lukewarm going cold food isnt getting kitchen table promptly known better trusted reviews even recommendations travel advisors know planning splurge rome might think twice advice go simple rome almost always good great,"['dont', 'write', 'negative', 'reviews', 'id', 'rather', 'say', 'nothing', 'everybody', 'night', 'ive', 'worked', 'food', 'know', 'tough', 'one', 'thing', 'several', 'missteps', 'prompted', 'write', 'hope', 'save', 'someone', 'really', 'wants', 'experience', 'good', 'roman', 'food', 'disappointment', 'hard', 'find', 'good', 'food', 'rome', 'first', 'tourist', 'food', 'upscale', 'sure', 'focus', 'truffles', 'really', 'representative', 'roman', 'cuisine', 'thats', 'get', 'type', 'menu', 'many', 'upscale', 'hotels', 'many', 'places', 'could', 'tolerate', 'thatit', 'food', 'served', 'appropriatelyi', 'went', 'roman', 'menu', 'hoping', 'tradition', 'creativity', 'meet', 'well', 'partner', 'went', 'land', 'menu', 'suffered', 'problem', 'food', 'cooked', 'way', 'ahead', 'done', 'things', 'others', 'dishes', 'hot', 'served', 'cold', 'im', 'talking', 'cold', 'gummy', 'pasta', 'carbonara', 'people', 'another', 'dishintended', 'hot', 'warm', 'one', 'part', 'cold', 'ice', 'cold', 'another', 'excusable', 'service', 'evening', 'also', 'chaotic', 'felt', 'bad', '3', 'young', 'women', 'dealing', '810', 'top', 'tourist', 'groups', 'one', 'seemed', 'professional', 'server', 'ive', 'coming', 'rome', '30', 'years', 'never', 'experienced', 'anything', 'like', 'decided', 'pay', 'leave', 'pasta', 'debacle', 'actually', 'sent', 'back', 'waited', '45', 'minutes', 'server', 'return', 'replacementnever', 'happened', 'even', 'though', 'werent', 'halfway', 'fixed', 'menu', 'poor', 'server', 'apologetic', 'refused', 'let', 'us', 'pay', 'im', 'hoping', 'problematic', 'evening', 'wont', 'occur', 'although', 'im', 'pretty', 'sure', 'much', 'food', 'made', 'far', 'ahead', 'fried', 'foods', 'much', 'served', 'subito', 'fritti', 'lukewarm', 'going', 'cold', 'food', 'isnt', 'getting', 'kitchen', 'table', 'promptly', 'known', 'better', 'trusted', 'reviews', 'even', 'recommendations', 'travel', 'advisors', 'know', 'planning', 'splurge', 'rome', 'might', 'think', 'twice', 'advice', 'go', 'simple', 'rome', 'almost', 'always', 'good', 'great']",Negativo
